signal,decision,stop_index,stop_date,stop_time_years,evidence_at_stop,posterior_mean_at_stop,posterior_dead_at_stop,calibration_months,validation_months,monthly_sigma,validation_increment_mean,validation_increment_variance_over_dt,validation_lag1_autocorr,holdout_months,holdout_mean_return_percent,holdout_t_stat,decision_label,first_date,last_date
DelCOL,1,47,1983-12-30,3.9166666666666665,3.483325607036872,0.13406159225422656,0.6037405532869063,120,240,1.7701775634258923,0.060340119078383964,0.8461229066527176,0.03798353811067816,120,0.28635627233866134,1.953049565240858,activate,1970-01-30,2020-12-31
DelEqu,-1,61,1985-02-28,5.083333333333333,0.6082992946321424,0.020437606439812794,0.7688426025196587,120,240,2.9957890181934776,0.05022138282539739,1.1093622687273328,0.05046474878284165,120,0.5805975538187048,1.9216278537039821,reject,1970-01-30,2020-12-31
DelFINL,1,33,1982-10-29,2.75,3.7251371429638382,0.15144833677648922,0.5625232960332109,120,240,1.4509369632438776,0.16744964600316942,0.7404331433032902,-0.04683403327044858,120,0.8537631018372125,6.684093526640921,activate,1970-01-30,2020-12-31
DelLTI,-1,58,1984-11-30,4.833333333333333,0.6362934064412482,0.022124326067035523,0.7648376340063368,120,240,1.019230297671863,0.051380247024943246,1.7301425647935422,0.10088669325704176,120,0.16780683577779829,1.4342786208505371,reject,1970-01-30,2020-12-31
DelNetFin,1,31,1982-08-31,2.583333333333333,3.5995915219322354,0.14737399806888105,0.5696021640734517,120,240,1.3039232668627714,0.154060744844633,1.0967284995827415,-0.0521795431236878,120,0.7427711578977203,6.253895360035368,activate,1970-01-30,2020-12-31
DivInit,1,46,1983-11-30,3.833333333333333,3.6086264950228024,0.13956090036572744,0.5924198957451424,120,240,1.7188889205886453,0.10016022098669172,1.6428317375641477,0.18516478312171136,120,0.8014609996367206,4.451609743083791,activate,1970-01-30,2020-12-31
DivOmit,1,62,1985-03-29,5.166666666666666,3.551395202467043,0.12976509790199664,0.6195522691888746,120,240,3.2138820025893446,0.04061691739965904,0.8893898629914454,0.10286684605348677,120,-0.04744987925071203,-0.17603157623970694,activate,1970-01-30,2020-12-31
DivSeason,1,8,1980-09-30,0.6666666666666666,3.4970831359451657,0.1550915216578734,0.5425349359368552,120,240,0.6058898661829045,0.21268292519237567,0.6461612775333608,0.06213059240848341,120,0.4536696785012727,10.484839108776885,activate,1970-01-30,2020-12-31
DivYieldST,1,20,1981-09-30,1.6666666666666665,3.641060061799564,0.15491559376317496,0.5492784282515776,120,240,1.4132107643212548,0.1648310062577716,1.3726285591071454,0.16596548811042477,120,0.8198989376059809,5.601854206217301,activate,1970-01-30,2020-12-31
DolVol,-1,71,1985-12-31,5.916666666666666,1.0207735756496437,0.033295697334269,0.7711765813133288,120,240,6.563188720872925,0.0205026350363207,0.49408818197168525,0.0020171279135027865,120,0.6528601214136991,1.4944315564266806,reject,1970-01-30,2020-12-31
EBM,1,46,1983-11-30,3.833333333333333,3.7567022480910297,0.14623516951316898,0.5790287883914428,120,240,1.4004990384150278,0.0367616270422304,1.0496257509798415,0.10434056739944245,120,0.09611146224075522,0.7462317583588839,activate,1970-01-30,2020-12-31
EP,1,64,1985-05-31,5.333333333333333,3.597412375373295,0.13036486208818115,0.6192764309929933,120,240,3.45387866059005,0.01233150956120659,0.6246272728740688,0.07689045070754866,120,-0.07954833409779076,-0.35187650863874514,activate,1970-01-30,2020-12-31
EarnSupBig,1,21,1981-10-30,1.75,3.81649254533741,0.16220838428443912,0.5353516996853357,120,240,1.9994535414573245,0.04074109811728159,1.1800945684177109,0.18075127100114502,120,0.20829387642984745,1.2354437407398562,activate,1970-01-30,2020-12-31
EarningsConsistency,1,71,1985-12-31,5.916666666666666,3.6184159405750522,0.1276416895589131,0.62793623860833,120,240,1.7289045161287726,0.04503677802649246,0.7214203153549043,0.12398234939670603,120,0.330982316748498,2.291430170341796,activate,1970-01-30,2020-12-31
EarningsForecastDisparity,1,21,1993-10-29,1.75,3.6793856642666647,0.15612503623105567,0.5474151433475986,120,240,1.885667459682964,0.09542262418831964,2.5882356150940797,0.1883662029328478,120,0.915296682974572,3.1034373803316972,activate,1982-01-29,2020-06-30
EarningsStreak,1,20,1996-07-31,1.6666666666666665,3.6447169235395105,0.15491559376317496,0.5492784282515776,120,240,2.2269872103136645,0.10484495227355459,0.543379579911451,0.16095146837437369,120,0.8305053861744088,5.368745544712624,activate,1984-11-30,2020-12-31
EarningsSurprise,1,11,1980-12-31,0.9166666666666666,3.488524057774719,0.15262784281523215,0.5488624032430872,120,240,2.283924730752978,0.11189441436626961,0.44094907673448647,0.09259524220684359,120,1.0033993442125848,7.8804540303752235,activate,1970-01-30,2020-12-31
EntMult,1,46,1983-11-30,3.833333333333333,3.848516397085139,0.14957744525274655,0.5722178126318235,120,240,3.157574246117578,0.10304835576745539,1.1203286842078788,0.22284965043545008,120,1.413634838713665,6.9334732300169195,activate,1970-01-30,2020-12-31
EquityDuration,-1,42,1983-07-29,3.5,-0.04863753507117058,-0.0014874667005163322,0.7520690506752556,120,240,4.373733502588568,0.025197982020275234,0.7106073755162418,0.15380759507831354,120,0.9753089941686629,3.123664407860479,reject,1970-01-30,2020-12-31
ExchSwitch,1,50,1984-03-30,4.166666666666666,3.430608555970556,0.13089999334919197,0.611430538981822,120,240,3.229792098714866,0.038273640221848204,0.5546019232313931,0.0029909163451816287,120,0.30551229226180676,1.3983204007142973,activate,1970-01-30,2020-12-31
ExclExp,-1,70,2000-03-31,5.833333333333333,0.837498483419026,0.027474926387732555,0.7743057895135076,120,240,3.414918644917579,0.01839184662996429,0.35352111550158166,0.18807559879421157,120,0.30432118704258654,1.296599056705282,reject,1983-07-29,2020-06-30
FEPS,1,23,1988-01-29,1.9166666666666665,3.5111705684365146,0.14810947591353996,0.5640252045418191,120,240,3.968214948053616,0.08471591485085539,3.5272202786445654,0.20320415584298435,120,1.0804292131383082,2.886962854689961,activate,1976-02-27,2020-06-30
